X1,X2
9.817141795901845880e-02,-1.665657990312393033e-01
-2.621238536508105343e-01,-9.476652723457331673e-01
8.121478742227001835e-01,3.750821924605569069e-01
1.239498780375678511e+00,2.449873376437503719e-02
8.664339662040703161e-01,2.825833535175069078e-01
1.117070067210558376e-01,6.723131854464105273e-02
-5.608274207060451148e-03,7.749346688444148749e-04
-6.908254272711605859e-01,-9.090498354428310224e-01
4.629177619880270322e-01,-8.080326444680678566e-02
-7.811627336027379132e-01,-5.163790082622997657e-01
-5.201135791247676332e-01,7.924629827796056958e-01
-1.012621305646437403e-01,-2.809780171788553993e-01
2.363327247353518359e-02,2.309902114006522067e-02
-1.039412922625896130e+00,3.371360562983585774e-01
2.849042579526541320e-03,4.824781359697270788e-02
3.965028742104863453e-03,-1.106817412122029359e-01
-1.143781878431161282e-02,1.311271521855643038e-02
5.194172776315813395e-02,1.462750652159489073e-02
-1.692824586854449476e-02,5.117118396295474575e-02
-9.289094738865650847e-01,-2.968707932117218840e-01
-8.878800670737981848e-01,1.642182071048083891e-01
-9.590476494213483472e-01,8.804860431853259173e-02
-7.914347919223355121e-02,2.313519073604729248e-01
9.475485456051364608e-01,3.587955329408976796e-02
3.125573481406652698e-01,-1.027064849070452146e+00
6.849037914276996653e-02,-8.595607255682974346e-01
1.010238465493039195e+00,-2.342495289729510100e-01
-7.781953542200266138e-01,8.012410290934061097e-01
-9.205506180682027084e-01,1.955060505080401245e-02
4.074430223134547502e-01,-8.960014327789871391e-01
1.730136724805661497e-01,-8.121736407876665176e-01
-7.638210847203794618e-01,5.568906579581017757e-01
-1.505835118764485558e-01,-4.264794809926625851e-01
-9.275538647000259873e-01,2.632782424801480281e-01
7.559826125562739696e-01,-5.678439455942403402e-01
1.922260092171062251e-01,2.279306020584312698e-01
-2.513790213637421833e-01,-1.545081231659945209e-01
-7.265003374950111670e-02,1.033474697273031095e+00
8.043355424220334504e-02,7.752706626230147779e-02
1.010007862819620073e+00,-4.398860949198344153e-03
1.381480208015016808e-01,-1.511263704272706454e-01
3.902322092564039502e-02,-1.242172848883959096e-01
-8.015048333605067077e-01,-5.770927992899171910e-01
3.767269027595069875e-01,2.992280291833510075e-01
-2.949605082418437219e-01,5.073019450992449775e-02
-5.000032250236154802e-02,-1.215563852603934514e+00
-1.775859709124591110e-02,-9.149852392309591742e-02
-9.965737976162403200e-03,-2.587274921404781880e-01
-9.629122959728610986e-01,-2.095154361417981281e-01
9.833448198744497715e-01,3.731818535392198433e-01
7.593735162726971133e-01,-8.534180687581783831e-01
-6.699469690873903760e-01,1.409603950541067074e-01
5.162092597593575388e-03,5.670729896574824153e-02
